Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
LY,006,2024-03-14 13:50:00,2024-03-14 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
A4,5026,2024-03-14 14:00:00,2024-03-14 14:00:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
AF,962,2024-03-14 14:05:00,2024-03-14 14:05:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
DL,8457,2024-03-14 14:05:00,2024-03-14 14:05:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AZ,806,2024-03-14 14:20:00,2024-03-14 14:20:00,A,FCO,ROME,ITALY,3,NOT FINAL
B6,6482,2024-03-14 14:20:00,2024-03-14 14:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
DL,7442,2024-03-14 14:20:00,2024-03-14 14:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
EK,2346,2024-03-14 14:20:00,2024-03-14 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1126,2024-03-14 14:20:00,2024-03-14 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
JU,7378,2024-03-14 14:20:00,2024-03-14 14:20:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,026,2024-03-14 14:20:00,2024-03-14 14:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
UX,1301,2024-03-14 14:20:00,2024-03-14 14:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
TO,3452,2024-03-14 14:25:00,2024-03-14 14:25:00,A,ORY,PARIS,FRANCE,3,NOT FINAL
AR,7876,2024-03-14 14:30:00,2024-03-14 14:30:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,386,2024-03-14 14:30:00,2024-03-14 14:30:00,A,FCO,ROME,ITALY,3,NOT FINAL
ET,419,2024-03-14 14:35:00,2024-03-14 14:35:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,355,2024-03-14 14:35:00,2024-03-14 14:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
LY,8809,2024-03-14 14:35:00,2024-03-14 14:35:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
SK,3179,2024-03-14 14:35:00,2024-03-14 14:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
IZ,212,2024-03-14 14:40:00,2024-03-14 14:40:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
IZ,162,2024-03-14 14:45:00,2024-03-14 14:45:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
LY,2366,2024-03-14 14:55:00,2024-03-14 14:55:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
LY,362,2024-03-14 14:55:00,2024-03-14 14:55:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
U8,108,2024-03-14 14:55:00,2024-03-14 14:55:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
IZ,281,2024-03-14 15:00:00,2024-03-14 15:00:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,972,2024-03-14 15:00:00,2024-03-14 15:00:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
IZ,417,2024-03-14 15:10:00,2024-03-14 15:10:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
AR,7211,2024-03-14 15:20:00,2024-03-14 15:20:00,D,FCO,ROME,ITALY,3,ON TIME
AZ,807,2024-03-14 15:20:00,2024-03-14 15:20:00,D,FCO,ROME,ITALY,3,ON TIME
BZ,441,2024-03-14 15:20:00,2024-03-14 15:20:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
JU,7379,2024-03-14 15:20:00,2024-03-14 15:20:00,D,FCO,ROME,ITALY,3,ON TIME
6H,662,2024-03-14 15:20:00,2024-03-14 15:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
AC,9020,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
LH,686,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
LY,348,2024-03-14 15:30:00,2024-03-14 15:30:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
NH,5459,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
SK,3188,2024-03-14 15:30:00,2024-03-14 15:30:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
SN,7173,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
UA,9120,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
IZ,816,2024-03-14 15:35:00,2024-03-14 15:35:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,2372,2024-03-14 15:35:00,2024-03-14 15:35:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
SK,3154,2024-03-14 15:35:00,2024-03-14 15:35:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
TO,3453,2024-03-14 15:35:00,2024-03-14 15:35:00,D,ORY,PARIS,FRANCE,3,ON TIME
AF,963,2024-03-14 15:40:00,2024-03-14 15:40:00,D,CDG,PARIS,FRANCE,3,ON TIME
U8,109,2024-03-14 15:55:00,2024-03-14 15:55:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
IZ,295,2024-03-14 16:00:00,2024-03-14 16:00:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
LY,346,2024-03-14 16:00:00,2024-03-14 16:00:00,A,GVA,GENEVA,SWITZERLAND,3,NOT FINAL
LY,382,2024-03-14 16:00:00,2024-03-14 16:00:00,A,MXP,MILAN,ITALY,3,NOT FINAL
SK,3184,2024-03-14 16:00:00,2024-03-14 16:00:00,A,MXP,MILAN,ITALY,3,NOT FINAL
UX,1302,2024-03-14 16:05:00,2024-03-14 16:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
AA,9258,2024-03-14 16:10:00,2024-03-14 16:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AM,7851,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
A4,5023,2024-03-14 16:10:00,2024-03-14 16:10:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
IZ,821,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,320,2024-03-14 16:10:00,2024-03-14 16:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,339,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,343,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
LY,5102,2024-03-14 16:10:00,2024-03-14 16:10:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
SK,3151,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3191,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
BZ,462,2024-03-14 16:15:00,2024-03-14 16:15:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
IZ,364,2024-03-14 16:25:00,2024-03-14 16:25:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
LY,1008,2024-03-14 16:25:00,2024-03-14 16:25:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
6H,048,2024-03-14 16:30:00,2024-03-14 16:30:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LH,687,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
SN,7174,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
UA,9123,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
IB,2393,2024-03-14 16:40:00,2024-03-14 16:40:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,2373,2024-03-14 16:40:00,2024-03-14 16:40:00,D,BER,BERLIN,GERMANY,3,ON TIME
LY,2522,2024-03-14 16:40:00,2024-03-14 16:40:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,394,2024-03-14 16:40:00,2024-03-14 16:40:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
AM,7853,2024-03-14 16:50:00,2024-03-14 16:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,325,2024-03-14 16:50:00,2024-03-14 16:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,338,2024-03-14 16:50:00,2024-03-14 16:50:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
SK,3150,2024-03-14 16:50:00,2024-03-14 16:50:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
IZ,1801,2024-03-14 17:00:00,2024-03-14 17:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,387,2024-03-14 17:00:00,2024-03-14 17:00:00,D,MXP,MILAN,ITALY,3,ON TIME
SK,3183,2024-03-14 17:00:00,2024-03-14 17:00:00,D,MXP,MILAN,ITALY,3,ON TIME
W6,4427,2024-03-14 17:00:00,2024-03-14 17:00:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
AM,7866,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7873,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2396,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,351,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MUC,MUNICH,GERMANY,3,ON TIME
LY,397,2024-03-14 17:05:00,2024-03-14 17:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
A4,5024,2024-03-14 17:10:00,2024-03-14 17:10:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
LX,252,2024-03-14 17:10:00,2024-03-14 17:10:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
LY,2367,2024-03-14 17:10:00,2024-03-14 17:10:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,312,2024-03-14 17:10:00,2024-03-14 17:10:00,A,LTN,LONDON LUTON,UNITED KINGDOM,3,NOT FINAL
AM,7877,2024-03-14 17:15:00,2024-03-14 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,317,2024-03-14 17:15:00,2024-03-14 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
BZ,703,2024-03-14 17:25:00,2024-03-14 17:25:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
LY,5109,2024-03-14 17:30:00,2024-03-14 17:30:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
LY,2523,2024-03-14 17:45:00,2024-03-14 17:45:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
AA,9266,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AM,7859,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AR,7872,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
IB,2395,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,396,2024-03-14 17:50:00,2024-03-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,571,2024-03-14 17:50:00,2024-03-14 17:50:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
IZ,363,2024-03-14 17:55:00,2024-03-14 17:55:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
AR,7879,2024-03-14 18:00:00,2024-03-14 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
LY,383,2024-03-14 18:00:00,2024-03-14 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8900,2024-03-14 18:00:00,2024-03-14 18:00:00,D,FCO,ROME,ITALY,3,ON TIME
W6,4428,2024-03-14 18:00:00,2024-03-14 18:00:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
6H,721,2024-03-14 18:00:00,2024-03-14 18:00:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
IB,2390,2024-03-14 18:05:00,2024-03-14 18:05:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,391,2024-03-14 18:05:00,2024-03-14 18:05:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
6H,711,2024-03-14 18:10:00,2024-03-14 18:10:00,D,VAR,VARNA,BULGARIA,3,ON TIME
BZ,704,2024-03-14 18:20:00,2024-03-14 18:20:00,D,ATH,ATHENS,GREECE,3,ON TIME
LX,253,2024-03-14 18:20:00,2024-03-14 18:20:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
IZ,822,2024-03-14 18:35:00,2024-03-14 18:35:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
5F,447,2024-03-14 18:55:00,2024-03-14 18:55:00,A,RMO,CHISINAU,MOLDOVA,3,NOT FINAL
6H,726,2024-03-14 18:55:00,2024-03-14 18:55:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
IZ,1802,2024-03-14 19:15:00,2024-03-14 19:15:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,543,2024-03-14 19:15:00,2024-03-14 19:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
AA,9259,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AM,7862,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,324,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,5108,2024-03-14 19:20:00,2024-03-14 19:20:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
SK,3160,2024-03-14 19:20:00,2024-03-14 19:20:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AI,139,2024-03-14 19:25:00,2024-03-14 19:25:00,A,DEL,NEW DELHI,INDIA,3,NOT FINAL
IZ,387,2024-03-14 19:50:00,2024-03-14 19:50:00,D,BEG,BELGRADE,SERBIA,3,ON TIME
5F,448,2024-03-14 20:00:00,2024-03-14 20:00:00,D,RMO,CHISINAU,MOLDOVA,3,ON TIME
6H,891,2024-03-14 20:00:00,2024-03-14 20:00:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
IZ,827,2024-03-14 20:10:00,2024-03-14 20:10:00,D,ETM,RAMON,ISRAEL,3,ON TIME
U8,102,2024-03-14 20:20:00,2024-03-14 20:20:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
W4,8287,2024-03-14 20:20:00,2024-03-14 20:20:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,5133,2024-03-14 20:40:00,2024-03-14 20:40:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
LY,087,2024-03-14 20:45:00,2024-03-14 20:45:00,D,HKT,PHUKET,THAILAND,3,ON TIME
6H,226,2024-03-14 20:45:00,2024-03-14 20:45:00,A,RVN,ROVANIEMI,FINLAND,3,NOT FINAL
LY,612,2024-03-14 20:55:00,2024-03-14 20:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
S7,4483,2024-03-14 20:55:00,2024-03-14 20:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
AA,9260,2024-03-14 21:05:00,2024-03-14 21:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,316,2024-03-14 21:05:00,2024-03-14 21:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
AI,140,2024-03-14 21:10:00,2024-03-14 21:10:00,D,DEL,NEW DELHI,INDIA,3,ON TIME
W4,8288,2024-03-14 21:10:00,2024-03-14 21:10:00,D,FCO,ROME,ITALY,3,ON TIME
U8,1457,2024-03-14 21:20:00,2024-03-14 21:20:00,A,VNO,VILNIUS,LITHUANIA,3,NOT FINAL
LY,081,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
QF,5020,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
TG,4584,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
VN,3298,2024-03-14 21:30:00,2024-03-14 21:30:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
IZ,418,2024-03-14 21:35:00,2024-03-14 21:35:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
LY,974,2024-03-14 21:40:00,2024-03-14 21:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
6H,723,2024-03-14 21:40:00,2024-03-14 21:40:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
WZ,4311,2024-03-14 21:50:00,2024-03-14 21:50:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
LY,092,2024-03-14 22:05:00,2024-03-14 22:05:00,A,NRT,TOKYO,JAPAN,3,NOT FINAL
IZ,296,2024-03-14 22:15:00,2024-03-14 22:15:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
IZ,828,2024-03-14 22:15:00,2024-03-14 22:15:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
H7,457,2024-03-14 22:30:00,2024-03-14 22:30:00,A,RMO,CHISINAU,MOLDOVA,3,NOT FINAL
LY,084,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
QF,5019,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
TG,4585,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
VN,3295,2024-03-14 22:50:00,2024-03-14 22:50:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
WZ,4312,2024-03-14 22:55:00,2024-03-14 22:55:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
RO,155,2024-03-14 23:20:00,2024-03-14 23:20:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
H7,458,2024-03-14 23:30:00,2024-03-14 23:30:00,D,RMO,CHISINAU,MOLDOVA,3,ON TIME
LY,5110,2024-03-14 23:50:00,2024-03-14 23:50:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
LY,5134,2024-03-14 23:50:00,2024-03-14 23:50:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
6H,712,2024-03-14 23:55:00,2024-03-14 23:55:00,A,VAR,VARNA,BULGARIA,3,NOT FINAL
B6,6453,2024-03-15 00:05:00,2024-03-15 00:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7426,2024-03-15 00:05:00,2024-03-15 00:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,003,2024-03-15 00:05:00,2024-03-15 00:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,328,2024-03-15 00:10:00,2024-03-15 00:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
SK,3162,2024-03-15 00:10:00,2024-03-15 00:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
6H,722,2024-03-15 00:10:00,2024-03-15 00:10:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
LY,572,2024-03-15 00:20:00,2024-03-15 00:20:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
LY,614,2024-03-15 00:20:00,2024-03-15 00:20:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
RO,156,2024-03-15 00:20:00,2024-03-15 00:20:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
S7,4485,2024-03-15 00:20:00,2024-03-15 00:20:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
LY,544,2024-03-15 00:25:00,2024-03-15 00:25:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
ET,404,2024-03-15 00:35:00,2024-03-15 00:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,356,2024-03-15 00:35:00,2024-03-15 00:35:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
LY,8804,2024-03-15 00:35:00,2024-03-15 00:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
BZ,461,2024-03-15 00:55:00,2024-03-15 00:55:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,2368,2024-03-15 00:55:00,2024-03-15 00:55:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
AR,7851,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6467,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6483,2024-03-15 01:00:00,2024-03-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
DL,7437,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
DL,7443,2024-03-15 01:00:00,2024-03-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,017,2024-03-15 01:00:00,2024-03-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
LY,027,2024-03-15 01:00:00,2024-03-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
AM,7869,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
AR,7853,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
B6,6451,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7424,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,001,2024-03-15 01:05:00,2024-03-15 01:05:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
ET,405,2024-03-15 01:30:00,2024-03-15 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,8807,2024-03-15 01:30:00,2024-03-15 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,344,2024-03-15 01:50:00,2024-03-15 01:50:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
SK,3190,2024-03-15 01:50:00,2024-03-15 01:50:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
LY,352,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
LY,388,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MXP,MILAN,ITALY,3,NOT FINAL
SK,3178,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
SK,3180,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MXP,MILAN,ITALY,3,NOT FINAL
TP,8901,2024-03-15 02:10:00,2024-03-15 02:10:00,A,MXP,MILAN,ITALY,3,NOT FINAL
AA,387,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
AR,7874,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,384,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
SK,3166,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
TP,8897,2024-03-15 02:15:00,2024-03-15 02:15:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,2374,2024-03-15 02:20:00,2024-03-15 02:20:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
SK,3156,2024-03-15 02:20:00,2024-03-15 02:20:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
6H,892,2024-03-15 02:25:00,2024-03-15 02:25:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
LY,376,2024-03-15 02:30:00,2024-03-15 02:30:00,A,LIS,LISBON,PORTUGAL,3,NOT FINAL
TP,8913,2024-03-15 02:30:00,2024-03-15 02:30:00,A,LIS,LISBON,PORTUGAL,3,NOT FINAL
LY,2524,2024-03-15 02:45:00,2024-03-15 02:45:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
AA,9265,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
AM,7850,2024-03-15 02:55:00,2024-03-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
AM,7879,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7871,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2394,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,336,2024-03-15 02:55:00,2024-03-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
LY,395,2024-03-15 02:55:00,2024-03-15 02:55:00,D,MAD,MADRID,SPAIN,3,ON TIME
SK,3152,2024-03-15 02:55:00,2024-03-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
LY,311,2024-03-15 03:00:00,2024-03-15 03:00:00,D,LTN,LONDON LUTON,UNITED KINGDOM,3,ON TIME
IZ,388,2024-03-15 03:20:00,2024-03-15 03:20:00,A,BEG,BELGRADE,SERBIA,3,NOT FINAL
AA,9262,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
AM,7867,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,319,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3161,2024-03-15 03:30:00,2024-03-15 03:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
OS,859,2024-03-15 03:35:00,2024-03-15 03:35:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
LO,151,2024-03-15 03:45:00,2024-03-15 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
LY,9256,2024-03-15 03:45:00,2024-03-15 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
AM,7864,2024-03-15 03:50:00,2024-03-15 03:50:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,337,2024-03-15 03:50:00,2024-03-15 03:50:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3155,2024-03-15 03:50:00,2024-03-15 03:50:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
6H,724,2024-03-15 03:50:00,2024-03-15 03:50:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
AM,7854,2024-03-15 03:55:00,2024-03-15 03:55:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,326,2024-03-15 03:55:00,2024-03-15 03:55:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
SK,3158,2024-03-15 03:55:00,2024-03-15 03:55:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
